tabela,campo,descricao,tipo,notas,tratamento
output_etapa3.desempenho_categorias_n1,VAR_QTD_ARMAZENAGEM_2025_VS_2024_PCT,Variação percentual de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n1.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n1,DELTA_TRANSACOES_2025_VS_2024,Diferença absoluta de linhas de venda entre 2025 e 2024.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n1.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n1,VAR_TRANSACOES_2025_VS_2024_PCT,Variação percentual de linhas de venda entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n1.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_categorias_n2,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_categorias_n2,TRANSACOES,"Contagem de linhas de venda; proxy, não cupom único.",Integer,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_categorias_n2,SKUS_ATIVOS,Quantidade de SKUs distintos com venda no agrupamento.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,PRECO_MEDIO_ARMAZENAGEM,Receita dividida por quantidade em unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,TICKET_MEDIO_TRANSACAO,Receita média por linha de venda; proxy devido à ausência de id de cupom/pedido/nota.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,PARTICIPACAO_RECEITA_PCT,Participação percentual da receita dentro do universo analisado.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,PARTICIPACAO_QTD_PCT,Participação percentual da quantidade dentro do universo analisado.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,QTD_ARMAZENAGEM_2024,Quantidade em unidade de armazenagem agregada em 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,QTD_ARMAZENAGEM_2025,Quantidade em unidade de armazenagem agregada em 2025.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,RECEITA_2024,Receita agregada em 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,RECEITA_2025,Receita agregada em 2025.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n2,TRANSACOES_2024,Linhas de venda agregadas em 2024.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_categorias_n2,TRANSACOES_2025,Linhas de venda agregadas em 2025.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_categorias_n2,DELTA_RECEITA_2025_VS_2024,Diferença absoluta de receita entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,VAR_RECEITA_2025_VS_2024_PCT,Variação percentual de receita entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,DELTA_QTD_ARMAZENAGEM_2025_VS_2024,Diferença absoluta de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,VAR_QTD_ARMAZENAGEM_2025_VS_2024_PCT,Variação percentual de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,DELTA_TRANSACOES_2025_VS_2024,Diferença absoluta de linhas de venda entre 2025 e 2024.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n2,VAR_TRANSACOES_2025_VS_2024_PCT,Variação percentual de linhas de venda entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n2.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,NIVEL_1,Categoria de produto nível 1.,String,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,NIVEL_2,Categoria de produto nível 2.,String,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,NIVEL_3,Categoria de produto nível 3.,String,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_categorias_n3,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_categorias_n3,TRANSACOES,"Contagem de linhas de venda; proxy, não cupom único.",Integer,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_categorias_n3,SKUS_ATIVOS,Quantidade de SKUs distintos com venda no agrupamento.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,PRECO_MEDIO_ARMAZENAGEM,Receita dividida por quantidade em unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,TICKET_MEDIO_TRANSACAO,Receita média por linha de venda; proxy devido à ausência de id de cupom/pedido/nota.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,PARTICIPACAO_RECEITA_PCT,Participação percentual da receita dentro do universo analisado.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,PARTICIPACAO_QTD_PCT,Participação percentual da quantidade dentro do universo analisado.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,QTD_ARMAZENAGEM_2024,Quantidade em unidade de armazenagem agregada em 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,QTD_ARMAZENAGEM_2025,Quantidade em unidade de armazenagem agregada em 2025.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,RECEITA_2024,Receita agregada em 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,RECEITA_2025,Receita agregada em 2025.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_categorias_n3,TRANSACOES_2024,Linhas de venda agregadas em 2024.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_categorias_n3,TRANSACOES_2025,Linhas de venda agregadas em 2025.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_categorias_n3,DELTA_RECEITA_2025_VS_2024,Diferença absoluta de receita entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,VAR_RECEITA_2025_VS_2024_PCT,Variação percentual de receita entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,DELTA_QTD_ARMAZENAGEM_2025_VS_2024,Diferença absoluta de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,VAR_QTD_ARMAZENAGEM_2025_VS_2024_PCT,Variação percentual de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,DELTA_TRANSACOES_2025_VS_2024,Diferença absoluta de linhas de venda entre 2025 e 2024.,Integer,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_categorias_n3,VAR_TRANSACOES_2025_VS_2024_PCT,Variação percentual de linhas de venda entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_categorias_n3.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,COD_EMPRESA,Código da loja.,Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,TIPO_OPERACAO,Classificação operacional usada na análise: rede física ou Loja 93 atacado/B2B.,String,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_lojas,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_lojas,TRANSACOES,"Contagem de linhas de venda; proxy, não cupom único.",Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_lojas,SKUS_ATIVOS,Quantidade de SKUs distintos com venda no agrupamento.,Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,UNIVERSO,Universo analítico: rede completa ou rede física sem Loja 93.,String,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,PRECO_MEDIO_ARMAZENAGEM,Receita dividida por quantidade em unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,TICKET_MEDIO_TRANSACAO,Receita média por linha de venda; proxy devido à ausência de id de cupom/pedido/nota.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,PARTICIPACAO_RECEITA_PCT,Participação percentual da receita dentro do universo analisado.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,PARTICIPACAO_QTD_PCT,Participação percentual da quantidade dentro do universo analisado.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,QTD_ARMAZENAGEM_2024,Quantidade em unidade de armazenagem agregada em 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,QTD_ARMAZENAGEM_2025,Quantidade em unidade de armazenagem agregada em 2025.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,RECEITA_2024,Receita agregada em 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,RECEITA_2025,Receita agregada em 2025.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_lojas,TRANSACOES_2024,Linhas de venda agregadas em 2024.,Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_lojas,TRANSACOES_2025,Linhas de venda agregadas em 2025.,Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Derivado como contagem de linhas de venda; proxy por ausência de id de cupom/pedido/nota.
output_etapa3.desempenho_lojas,DELTA_RECEITA_2025_VS_2024,Diferença absoluta de receita entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,VAR_RECEITA_2025_VS_2024_PCT,Variação percentual de receita entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,DELTA_QTD_ARMAZENAGEM_2025_VS_2024,Diferença absoluta de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,VAR_QTD_ARMAZENAGEM_2025_VS_2024_PCT,Variação percentual de quantidade entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,DELTA_TRANSACOES_2025_VS_2024,Diferença absoluta de linhas de venda entre 2025 e 2024.,Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,VAR_TRANSACOES_2025_VS_2024_PCT,Variação percentual de linhas de venda entre 2025 e 2024.,Float,Arquivo: outputs\etapa3\desempenho_lojas.csv,Calculado por agregação na etapa analítica.
output_etapa3.desempenho_lojas,FLAG_LOJA93,Flag 1/0 indicando se a loja é a Loja 93.,Integer,Arquivo: outputs\etapa3\desempenho_lojas.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_regioes,CD_ESTADO,Estado da loja.,String,Arquivo: outputs\etapa3\desempenho_regioes.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_regioes,CD_CIDADE,Cidade da loja.,String,Arquivo: outputs\etapa3\desempenho_regioes.csv,Gerado ou preservado pelo pipeline analítico.
output_etapa3.desempenho_regioes,RECEITA,Receita bruta calculada a partir de quantidade vendida e preço unitário médio.,Float,Arquivo: outputs\etapa3\desempenho_regioes.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
output_etapa3.desempenho_regioes,QTD_ARMAZENAGEM,Quantidade vendida normalizada para unidade de armazenagem.,Float,Arquivo: outputs\etapa3\desempenho_regioes.csv,Derivado na Etapa 1 e reaproveitado nas agregações.
